time;user;label;NewHiresByMonthAndFPDesc.Month;NewHiresByMonthAndFPDesc.FPDesc;NewHiresByMonthAndFPDesc.NewHires;NewHiresAndNewHiresSamePeriodLastYear.NewHires;NewHiresAndNewHiresSamePeriodLastYear.Month;NewHiresAndNewHiresSamePeriodLastYear.NewHiresSPLY;NewHiresByRegionAndEthnicity.Region;NewHiresByRegionAndEthnicity.VP;NewHiresByRegionAndEthnicity.Ethnicity;NewHiresByRegionAndEthnicity.NewHires;Region.Region;Ethnicity.Ethnicity
1653320701806;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires by Region and Ethnicity (clusteredBarChart) - Region: East, Ethnicity: Group D selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0,0,0,0;0.9166666666666666;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,0,0,0,0,0,1,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,1,0,0,0,0,0,0,0;1;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320703048;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires by Region and Ethnicity (clusteredBarChart) - Region: Northwest, Ethnicity: Group A selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,0,0,0,1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320704035;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires by Region and Ethnicity (clusteredBarChart) - Region: Midwest selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,0,1,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320706964;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires and New Hires Same Period Last Year (clusteredColumnChart) - Month: Oct selected;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1;0,0,0,0;0.08333333333333333;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320708000;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires and New Hires Same Period Last Year (clusteredColumnChart) - Month: Jul selected;0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1;0,0,0,0;0.08333333333333333;1;0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320708837;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires by Region and Ethnicity (clusteredBarChart) - Region: South, Ethnicity: Group B selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;0.75;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,0,0,0,0,0,0,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,0,0,0,0,0;1;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320711489;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;Ethnicity (slicer) - Ethnicity: Group C selected;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,0,0,0,0,0,0,0,0,0,1,0,0,0;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,1,1,1,0,0,0,1,0,1,0,1,0,1;0.1564245810055866;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320712982;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;Region (slicer) - Region: Midwest selected;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,1,0,0,0,1,0,1,0,1,1,1,0,1;0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,1,1,0,0,0,1,0,1,0,1,0,1;0.0223463687150838;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320713597;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires by Region and Ethnicity (clusteredBarChart) - Region: Midwest, Ethnicity: Group C selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;0.5416666666666666;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,1,1,0,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1,1,0,0,1,0,1,0,1,0,1;0.0223463687150838;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320715418;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires by Region and Ethnicity (clusteredBarChart) - deselected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;0.5416666666666666;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,1,0,0,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,0,0,1,0,1,0,1,0,1;0.0223463687150838;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320716950;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;Region (slicer) - Region: North selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;0.5833333333333334;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,0,0,1,0,1,0,1,0,1,0,1,0,1;0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,0,0,1,0,1,0,1,0,1;0.027932960893854747;1,0,0,0,0,0,0;0,0,1,0,0,0,0
1653320718369;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;Ethnicity (slicer) - Ethnicity: Group A selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;0.9583333333333334;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,0,0,1,0,1,0,1,0,1,0,1,0,1;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,0,0,1,0,1,0,1,0,1,0,1,0,1;0.0335195530726257;1,0,0,0,0,0,0;1,0,0,0,0,0,0
1653320719915;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires by Region and Ethnicity (clusteredBarChart) - Region: North, Ethnicity: Group A selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;0.9583333333333334;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;1,0,0,1,0,1,0,1,0,1,0,1,0,1;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;1,0,0,1,0,1,0,1,0,1,0,1,0,1;0.0335195530726257;1,0,0,0,0,0,0;1,0,0,0,0,0,0
1653320721358;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;Ethnicity (slicer) - Ethnicity: Group F selected;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;1,0,0,1,0,1,0,1,0,1,0,1,0,1;0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;1,1,0,1,0,1,0,1,0,1,0,0,0,1;0.027932960893854747;1,0,0,0,0,0,0;0,0,0,0,0,1,0
1653320724089;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires and New Hires Same Period Last Year (clusteredColumnChart) - Month: Dec selected;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0;0,1,0,0;0.041666666666666664;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;1,0,0,0,0,0,0;0,0,0,0,0,1,0
1653320726262;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires by Region and Ethnicity (clusteredBarChart) - Region: North, Ethnicity: Group F selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;0.5833333333333334;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;1,0,0,1,0,1,0,1,0,1,0,1,0,1;0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,1,0,1,0,1,1,0,0,1;0.027932960893854747;1,0,0,0,0,0,0;0,0,0,0,0,1,0
1653320729539;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;Region (slicer) - Region: Northwest selected;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;1,1,0,1,0,0,0,1,0,1,0,1,0,1;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,1,0,1,0,1,1,0,0,1;0.027932960893854747;0,0,1,0,0,0,0;0,0,0,0,0,1,0
1653320730774;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;Region (slicer) - Region: Midwest selected;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.8333333333333334;1,1,0,0,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,1,0,1,0,1,1,0,0,1;0.0223463687150838;0,1,0,0,0,0,0;0,0,0,0,0,1,0
1653320733000;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;Ethnicity (slicer) - Ethnicity: Group C selected;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;1,1,0,0,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,0,0,1,0,1,1,1,0,1;0.0223463687150838;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320733800;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires by Region and Ethnicity (clusteredBarChart) - Region: Midwest, Ethnicity: Group C selected;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;0.5416666666666666;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,1,1,0,0,1,0,1,0,1,0,1,0,1;0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1,1,0,0,1,0,1,0,1,0,1;0.0223463687150838;0,1,0,0,0,0,0;0,0,1,0,0,0,0
1653320737630;7fe3fed2-a682-4ba2-b7a0-24aee8c6fda0;New Hires and New Hires Same Period Last Year (clusteredColumnChart) - Month: Dec selected;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0;0,1,0,0;0.041666666666666664;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;1;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0;1;0,1,0,0,0,0,0;0,0,1,0,0,0,0
